
|                                                                                                                        :address |                                                                                        :address-c | :postal-c | :c | :score |                  :x |                 :y |                                  :id |
|                                                                                      Lugar da Ribeira 4860-407 REFOJOS de BASTO |                                                      Refojos de Basto, Cabeceiras de Basto, Braga |           |  3 |     76 |  -7.995169999999973 | 41.513180000000034 | bd534af0-99de-3774-a68b-60c65e6a88a6 |
|                                    Avª Marquês de Pombal, Lote 117 - Sº Domingos - Junto à rotunda c/a fonte, 2505-170 SANTARÉM |                                       Avenida Marquês de Pombal 117, 2380-012, Alcanena, Santarém |  2380-012 |  6 |  75.83 |  -8.665279982921334 |  39.45977001891461 | b626d387-0a24-36a7-8471-21946cd2151e |
|                                                                                     Lugar da Piedade (Longra) 4650-464 SERNANDE |                                                                 4650, Sernande, Felgueiras, Porto |      4650 | 15 |  75.69 |  -8.232424082832564 | 41.339959122519744 | cd878394-5004-3c80-9e5d-fd068e44e033 |
|                                                     Avª D. João II, Edificio Gil Eanes, Lote 1,13,03, Fracção H 1900-123 LISBOA |                                                                                              1900 |      1900 |  1 |  75.65 |  -9.120494999999949 |  38.73167169200008 | 89723612-1f5f-364e-ac0e-fd32cf62ca49 |
|                                                                                 Lugar do Cimo da Inha - Escariz 4544-001 AROUCA |                                                                      Cimo de Inha, Arouca, Aveiro |           |  5 |   75.6 |   -8.42131999999998 | 40.945440000000076 | 7a39c2a7-c4a3-3cb9-b572-ec7c02558b35 |
|                            Lugar da Tapadinha - Edificio Tâmega Douro, Nº 1, Bloco B, Loja 48 e 49 4575-052 ALPENDURADA E MATOS |                                              4575, Alpendurada e Matos, Marco de Canaveses, Porto |      4575 | 13 |  75.55 |  -8.232270667038971 |  41.08436086368144 | 44a1ea0f-5799-345b-b4be-b035613aa540 |
|                                                                              Edifício Mira Torre – Fracção Q R/C 4620-761 TORNO |                                                                   4620-782, Torno, Lousada, Porto |  4620-782 |  8 |  75.55 |  -8.210042597642133 |  41.29332765646014 | 6e758a56-d4d2-397d-8980-690f173dd281 |
|                                  Urbanização Quinta do Alto, Lote 20, Fracção A Cave Semi-enterrada Direita - 8400-142 ESTOMBAR |                                                                   8400-048, Estômbar, Lagoa, Faro |  8400-048 | 47 |  75.55 |  -8.488740962004043 |  37.14615076781325 | 893a9595-f658-3aa9-a789-8432e516a8eb |
|                                                 Lugar de Aveleda - Edifício Termas de S. Vicente BL 3, Loja M 4575-352 PINHEIRO |                                                      4575-356, Pinheiro, Funchal, Ilha da Madeira |  4575-356 | 10 |  75.55 | -16.916228973059315 |  32.66419852267295 | 03fbe711-6fe9-3483-b867-fd0830629892 |
|                                                                               Lugar do Corgo-Edificio Santiago 4620-294 LUSTOSA |                                                                 4620-256, Lustosa, Lousada, Porto |  4620-256 | 15 |  75.55 |  -8.309284831248858 |  41.33293950906402 | 67819a40-bf6d-31fe-b862-39748a0c9380 |
|                                                                                  Praceta António Gonçalves, Nº 1 2845-549 AMORA |                                                                  2845-339, Amora, Seixal, Setúbal |  2845-339 | 50 |  75.55 |   -9.11514951414687 |  38.62345105234823 | f174ec49-b25f-3b8b-82cd-a10a50433ab9 |
|                                                                  Rua Stº António nº 55 A-Bairro de Stª Eulália 3500-693 REPESES |                                                                          3500-720, Repeses, Viseu |  3500-720 | 38 |  75.55 |  -7.924832575262758 |     40.63744223497 | 8c577d0e-750d-3c08-ae29-dc42fa5b4a91 |
|                                                  Lugar de Santa Eulália - Edificio Multirefional r/c - Souselo 4690-666 SOUSELO |                                                                 4690-673, Souselo, Cinfães, Viseu |  4690-673 |  3 |  75.55 |  -8.231362426503782 |  41.06982610633534 | b3c68e49-44fc-377d-a253-73e54db082a8 |
|                                                                           Rua Cidade de S. Salvador nº 17 loja C 2735-651 CACÉM |                                                                   2735-253, Cacém, Sintra, Lisboa |  2735-253 | 50 |  75.55 |  -9.304642544606315 |  38.76999430234132 | 96ebf7ec-6dd2-3fc9-b4c5-09a9059fe696 |
|                                                                            Rua Gonçalves Gomes n.º 61 Fração U; 4950-275 Mazedo |                                                        4950-280, Mazedo, Monção, Viana do Castelo |  4950-280 |  2 |  75.55 |  -8.491421807866516 |  42.06001836165757 | 48bd0067-88a2-320c-b7e7-2bd2ac5a55a2 |
|                                                                            Edifício Casa D' Alves - Barril 2640 -202 ENCARNAÇÃO |                                                               2640-226, Encarnação, Mafra, Lisboa |  2640-226 | 13 |  75.55 |  -9.369232663328502 | 39.037250656255914 | 2eb18307-f01f-3628-a09d-90bab76e8fe9 |
|                                                                       Estrada Nacional nº 356, Campos -Maceira 2405-009 MACEIRA |                                                                         2405-018, Maceira, Leiria |  2405-018 |  3 |  75.55 |  -8.893209065503527 |  39.68483098799679 | 26515c36-a601-3873-8816-900e45c7fd56 |
|                                                            Avª Rebelo Mesquita, 563-Loja 6, Escritório Nº 8 4760-325 CALENDÁRIO |                                               4760-310, Calendário, Vila Nova de Famalicão, Braga |  4760-310 | 17 |  75.55 |   -8.54364580547507 |  41.39286544264754 | 7423976a-5f6c-3e33-bf0e-8d24c7dab1c0 |
|                                                                                  Lugar do Gadunho Freixo EN 308 4990-450 FREIXO |                                                 4990-454, Freixo, Ponte de Lima, Viana do Castelo |  4990-454 | 12 |  75.55 |  -8.584850281953514 |  41.66009922097741 | e4ef76d5-8b11-306d-891f-59f836c4ac9d |
|                                                                Tapada do Lago – Zona Industrial - Apt.36 7440-152 ALTER DO CHÃO |                                                                                              7440 |      7440 |  1 |  75.55 |  -7.660302639999941 |  39.19074500000005 | 59f5a85d-38d9-3b10-b344-90a9f5d6ed5a |
|                                                    Rua Dr. José Marques – Edifício Arrábida 2000 r/c Esqº 2530-565 TORRES NOVAS |                                                                                          2000-565 |  2000-565 |  1 |  74.93 |  -8.673712680430015 |  39.23569429630214 | a04be5b6-dded-3f24-bddd-2de2cfbcc539 |
|                                                                   Rua Nossa Senhora da Graça, n.º 866, 2240-028 Águas Belas FZZ |                                                                                          2240-028 |  2240-028 |  1 |  74.93 |  -8.307127965757218 |  39.70416129552953 | 977b37ec-d7fb-3ca7-866f-51b04683aeb5 |
|                                                             Urbanização Vila das Trofas, Lote 21 Fracção E 4810-517 URGEZES GMR |                                                                                          4810-517 |  4810-517 |  1 |  74.93 |  -8.299430025880895 |  41.42130501168842 | 4262cf4a-c261-3717-bdd4-6e8a39656f80 |
|                                                 Rua da Circunvalação-Urb. do Mealheiro lote 2, loja B 2695-214 PÓVOA SANTA IRIA |                            Rua da Circunvalação, 2690-214, Bairro do Estacal Novo, Loures, Lisboa |  2690-214 |  5 |  74.93 |  -9.093327485178767 |  38.83210426890922 | ddc3db66-672a-32e6-bee6-a2f2ac6472ac |
|                                                       Largo Dr. Eduardo de Freitas - Edificio Jradim 4615-623 VILA COVA da LIXA |                                                                 4615-359, Lixa, Felgueiras, Porto |  4615-359 | 50 |  74.79 |  -8.143993853848379 |   41.3222503597293 | 595ce2ab-5413-375f-869b-afcf48b13bbf |
|                                Rua Camilo Castelo Branco, n.º 8, Quinta das Mesuras, freguesia da União das freguesias de VISEU |                                                                 Castelo, Moimenta da Beira, Viseu |           | 16 |  74.25 |  -7.625679999999932 |  41.02997000000005 | 13b8440c-8d60-371e-be7e-fcf07e0f0625 |
|                                                           Avª Nova - Edifício Feira lote 1 –Fracão W 4605-373 ATAÍDE (VILA MEÃ) |                                                                 4605-011, Ataíde, Amarante, Porto |  4605-011 | 29 |  74.04 |  -8.192248773292832 | 41.250129672817074 | 2855bcbf-1345-3339-ae9d-c38cb845d89a |
|                                                                         Lugar Pontido - Quinta da Botica 4730-470 VILA de PRADO |                                                                     4730, Vila, Vila Verde, Braga |      4730 |  6 |  74.04 |   -8.47231818278398 |  41.60031317059204 | 098f1270-6e32-3d28-9f11-2507f42f0225 |
